alma_id,nome,motivo
alongamento-de-gluteo-com-perna-cruzada,Alongamento de Glúteo com Perna Cruzada,C_REVISAR
smr-do-tibial-anterior,SMR do Tibial Anterior,D_ORFAO
press-anti-gravidade,Press Anti-Gravidade,D_ORFAO
rotacao-de-braco,Rotação de Braço,D_ORFAO
around-the-worlds,Around The Worlds,D_ORFAO
treino-de-atlas-stone,Treino de Atlas Stone,D_ORFAO
atlas-stones,Atlas Stones,D_ORFAO
levantamento-terra-com-barra-grossa,Levantamento Terra com Barra Grossa,C_REVISAR
crucifixo-invertido-com-elastico,Crucifixo Invertido com Elástico,C_REVISAR
arrasto-de-treno-para-tras,Arrasto de Trenó para Trás,D_ORFAO
arremesso-de-medicine-ball-para-tras,Arremesso de Medicine Ball para Trás,C_REVISAR
balance-board,Balance Board,D_ORFAO
bom-dia-com-elastico-puxada-por-baixo,Bom Dia com Elástico (Puxada por Baixo),C_REVISAR
triceps-testa-com-elastico,Tríceps Testa com Elástico,C_REVISAR
rosca-inclinada-com-barra-deitado,Rosca Inclinada com Barra Deitado,C_REVISAR
supino-guilhotina-com-barra,Supino Guilhotina com Barra,C_REVISAR
hack-squat-com-barra,Hack Squat com Barra,C_REVISAR
elevacao-de-ombro-inclinada-com-barra,Elevação de Ombro Inclinada com Barra,C_REVISAR
panturrilha-sentado-com-barra,Panturrilha Sentado com Barra,C_REVISAR
inclinacao-lateral-com-barra,Inclinação Lateral com Barra,C_REVISAR
agachamento-lateral-com-barra,Agachamento Lateral com Barra,C_REVISAR
agachamento-no-banco-com-barra,Agachamento no Banco com Barra,C_REVISAR
step-up-com-barra,Step Up com Barra,C_REVISAR
passada-com-barra,Passada com Barra,C_REVISAR
arrasto-de-treno-em-posicao-de-urso,Arrasto de Trenó em Posição de Urso,C_REVISAR
alongamento-de-peito-com-maos-na-nuca,Alongamento de Peito com Mãos na Nuca,D_ORFAO
salto-no-banco,Salto no Banco,C_REVISAR
supino-powerlifting,Supino - Powerlifting,C_REVISAR
supino-com-elastico,Supino com Elástico,C_REVISAR
supino-com-correntes,Supino com Correntes,C_REVISAR
sprint-no-banco,Sprint no Banco,D_ORFAO
elevacao-lateral-na-polia-baixa-curvado,Elevação Lateral na Polia Baixa (curvado),C_REVISAR
remada-unilateral-na-barra-t,Remada Unilateral na Barra T,C_REVISAR
bent-press-com-kettlebell,Bent Press com Kettlebell,D_ORFAO
bicicleta,Bicicleta,C_REVISAR
supino-com-tabua,Supino com Tábua,C_REVISAR
prancha-com-elevacao,Prancha com Elevação,D_ORFAO
triceps-na-barra-horizontal,Tríceps na Barra Horizontal,D_ORFAO
crucifixo-no-chao-com-barras,Crucifixo no Chão com Barras,D_ORFAO
abdominal-na-polia-no-bosu-com-inclinacao-lateral,Abdominal na Polia no Bosu (com inclinação lateral),C_REVISAR
clean-invertido-com-kettlebell-da-posicao-suspensa,Clean Invertido com Kettlebell (da posição suspensa),D_ORFAO
salto-na-caixa,Salto na Caixa,C_REVISAR
agachamento-na-caixa,Agachamento na Caixa,C_REVISAR
agachamento-na-caixa-com-elasticos,Agachamento na Caixa com Elásticos,C_REVISAR
agachamento-na-caixa-com-correntes,Agachamento na Caixa com Correntes,C_REVISAR
liberacao-miofascial-do-braquial,Liberação Miofascial do Braquial,D_ORFAO
desenvolvimento-bradford-rocky,Desenvolvimento Bradford/Rocky,C_REVISAR
elevacao-de-quadril-prancha,Elevação de Quadril (Prancha),C_REVISAR
levantamento-terra-na-polia,Levantamento Terra na Polia,C_REVISAR
aducao-de-quadril-na-polia,Adução de Quadril na Polia,C_REVISAR
puxada-inclinada-na-polia,Puxada Inclinada na Polia,C_REVISAR
triceps-testa-inclinado-na-polia,Tríceps Testa Inclinado na Polia,C_REVISAR
rotacao-interna-de-ombro-na-polia,Rotação Interna de Ombro na Polia,D_ORFAO
rotacao-de-tronco-na-polia-judo-flip,Rotação de Tronco na Polia (Judo Flip),D_ORFAO
triceps-testa-na-polia-deitado,Tríceps Testa na Polia Deitado,C_REVISAR
triceps-coice-unilateral-na-polia,Tríceps Coice Unilateral na Polia,C_REVISAR
rosca-scott-na-polia,Rosca Scott na Polia,C_REVISAR
crucifixo-inverso-na-polia,Crucifixo Inverso na Polia,C_REVISAR
abdominal-inverso-na-polia,Abdominal Inverso na Polia,C_REVISAR
triceps-frances-na-polia-com-corda,Tríceps Francês na Polia com Corda,C_REVISAR
remada-alta-na-polia-com-corda,Remada Alta na Polia com Corda,C_REVISAR
rotacao-russa-na-polia-com-bola-suica,Rotação Russa na Polia com Bola Suíça,C_REVISAR
desenvolvimento-na-polia,Desenvolvimento na Polia,C_REVISAR
encolhimento-na-polia,Encolhimento na Polia,C_REVISAR
encolhimento-no-aparelho-de-panturrilha,Encolhimento no Aparelho de Panturrilha,C_REVISAR
panturrilha-no-leg-press,Panturrilha no Leg Press,C_REVISAR
panturrilha-unilateral-com-halter,Panturrilha Unilateral com Halter,C_REVISAR
panturrilha-com-elastico,Panturrilha com Elástico,D_ORFAO
liberacao-miofascial-de-panturrilhas,Liberação Miofascial de Panturrilhas,D_ORFAO
deadlift-de-carro,Deadlift de Carro,C_REVISAR
volante-com-anilhas,Volante com Anilhas,D_ORFAO
carioca,Carioca,D_ORFAO
arremesso-overhead,Arremesso Overhead,D_ORFAO
triceps-testa-com-correntes,Tríceps Testa com Correntes,C_REVISAR
alongamento-de-lombar-na-cadeira,Alongamento de Lombar na Cadeira,D_ORFAO
alongamento-da-parte-superior-do-corpo-na-cadeira,Alongamento da Parte Superior do Corpo na Cadeira,D_ORFAO
arremesso-de-peito-3-apoios,Arremesso de Peito (3 apoios),D_ORFAO
arremesso-de-peito-multiplas-respostas,Arremesso de Peito (múltiplas respostas),D_ORFAO
arremesso-de-peito-resposta-unica,Arremesso de Peito (resposta única),D_ORFAO
arremesso-de-peito-com-corrida,Arremesso de Peito com Corrida,D_ORFAO
alongamento-de-peito-na-bola-suica,Alongamento de Peito na Bola Suíça,C_REVISAR
alongamento-cervical,Alongamento Cervical,D_ORFAO
levantamento-de-circus-bell,Levantamento de Circus Bell,D_ORFAO
levantamento-terra-para-clean,Levantamento Terra para Clean,D_ORFAO
puxada-para-clean,Puxada para Clean,D_ORFAO
encolhimento-para-clean,Encolhimento para Clean,C_REVISAR
clean-e-press,Clean e Press,C_REVISAR
clean-a-partir-de-blocos,Clean a Partir de Blocos,D_ORFAO
flexao-relogio,Flexão Relógio,D_ORFAO
rosca-direta-barra-w-pegada-fechada-com-elastico,Rosca Direta Barra W Pegada Fechada com Elástico,C_REVISAR
conan-s-wheel,Conan's Wheel,D_ORFAO
crossover-com-elastico,Crossover com Elástico,C_REVISAR
afundo-cruzado-invertido,Afundo Cruzado Invertido,C_REVISAR
crucifixo,Crucifixo,D_ORFAO
abdominal-com-pernas-na-bola-suica,Abdominal com Pernas na Bola Suíça,C_REVISAR
cuban-press,Cuban Press,D_ORFAO
levantamento-terra-com-elastico,Levantamento Terra com Elástico,C_REVISAR
levantamento-terra-com-correntes,Levantamento Terra com Correntes,C_REVISAR
supino-declinado-fechado-para-triceps-testa,Supino Declinado Fechado para Tríceps Testa,D_ORFAO
triceps-testa-declinado-com-halteres,Tríceps Testa Declinado com Halteres,C_REVISAR
triceps-testa-declinado-com-barra-ez,Tríceps Testa Declinado com Barra EZ,C_REVISAR
abdominal-obliquo-declinado,Abdominal Oblíquo Declinado,C_REVISAR
abdominal-inverso-declinado,Abdominal Inverso Declinado,C_REVISAR
salto-em-profundidade-para-caixa,Salto em Profundidade para Caixa,D_ORFAO
mergulho-na-maquina,Mergulho na Máquina,C_REVISAR
mergulho-nas-paralelas-enfase-no-triceps,Mergulho nas Paralelas (Ênfase no Tríceps),C_REVISAR
arremesso-pendurado-alternado-com-dois-kettlebells,Arremesso Pendurado Alternado com Dois Kettlebells,C_REVISAR
arranco-com-dois-kettlebells,Arranco com Dois Kettlebells,C_REVISAR
windmill-com-dois-kettlebells,Windmill com Dois Kettlebells,C_REVISAR
chute-duplo-no-gluteo,Chute Duplo no Glúteo,D_ORFAO
equilibrio-de-brucos-na-bola,Equilíbrio de Bruços na Bola,D_ORFAO
flexao-com-queda,Flexão com Queda,C_REVISAR
supino-com-halteres-pegada-neutra,Supino com Halteres (Pegada Neutra),C_REVISAR
arremesso-com-halteres,Arremesso com Halteres,D_ORFAO
elevacao-de-ombros-inclinada-com-halteres,Elevação de Ombros Inclinada com Halteres,D_ORFAO
elevacao-lateral-posterior-unilateral-deitado-com-halteres,Elevação Lateral Posterior Unilateral Deitado com Halteres,C_REVISAR
pronacao-deitado-com-halteres,Pronação Deitado com Halteres,D_ORFAO
supinacao-deitado-com-halteres,Supinação Deitado com Halteres,D_ORFAO
desenvolvimento-unilateral-com-halteres,Desenvolvimento Unilateral com Halteres,C_REVISAR
remada-alta-unilateral-com-halteres,Remada Alta Unilateral com Halteres,C_REVISAR
elevacao-frontal-diagonal-com-halteres,Elevação frontal diagonal com halteres,D_ORFAO
box-jump-sentado-com-halteres,Box Jump sentado com halteres,C_REVISAR
elevacao-de-panturrilha-unilateral-sentado-com-halteres,Elevação de panturrilha unilateral sentado com halteres,C_REVISAR
agachamento-no-banco-com-halteres,Agachamento no banco com halteres,C_REVISAR
step-up-com-halteres,Step up com halteres,C_REVISAR
alongamento-dinamico-para-as-costas,Alongamento dinâmico para as costas,D_ORFAO
alongamento-dinamico-para-o-peito,Alongamento dinâmico para o peito,D_ORFAO
circulos-com-os-cotovelos,Círculos com os cotovelos,D_ORFAO
cotovelos-para-tras-alongamento,Cotovelos para trás (alongamento),D_ORFAO
afundo-para-tras-elevado,Afundo para trás elevado,C_REVISAR
remada-na-polia-elevada,Remada na polia elevada,C_REVISAR
abdominal-na-bola,Abdominal na Bola,D_ORFAO
rotacao-externa-com-halteres,Rotação Externa com Halteres,C_REVISAR
rotacao-externa-com-elastico,Rotação Externa com Elástico,C_REVISAR
caminhada-do-fazendeiro,Caminhada do Fazendeiro,C_REVISAR
skipping-rapido,Skipping Rápido,D_ORFAO
rosca-de-punho-com-barra-dedos,Rosca de Punho com Barra (Dedos),C_REVISAR
crucifixo-no-cabo-banco-reto,Crucifixo no Cabo (Banco Reto),C_REVISAR
elevacao-gluteo-isquiotibial-no-chao,Elevação Glúteo-Isquiotibial no Chão,C_REVISAR
supino-no-chao-com-correntes,Supino no Chão com Correntes,C_REVISAR
liberacao-miofascial-dos-pes,Liberação Miofascial dos Pés,D_ORFAO
arrasto-de-treno-para-frente-com-empurrao,Arrasto de Trenó para Frente com Empurrão,D_ORFAO
agachamento-frankenstein,Agachamento Frankenstein,D_ORFAO
saltos-de-sapo,Saltos de Sapo,D_ORFAO
abdominal-borboleta,Abdominal Borboleta,C_REVISAR
agachamento-frontal-no-banco,Agachamento Frontal no Banco,C_REVISAR
saltos-sobre-cones,Saltos sobre Cones,D_ORFAO
elevacao-frontal-inclinada-com-halteres,Elevação Frontal Inclinada com Halteres,C_REVISAR
elevacao-de-perna-frontal,Elevação de Perna Frontal,D_ORFAO
elevacao-frontal-com-anilhas,Elevação Frontal com Anilhas,C_REVISAR
elevacao-frontal-e-pullover,Elevação Frontal e Pullover,D_ORFAO
agachamento-frontal-com-dois-kettlebells,Agachamento Frontal com Dois Kettlebells,C_REVISAR
barra-fixa-supinada-gironda,Barra Fixa Supinada Gironda,C_REVISAR
glute-ham-raise,Glute Ham Raise,C_REVISAR
bom-dia-na-gaiola,Bom Dia na Gaiola,C_REVISAR
barra-fixa-com-elevacao-de-joelhos,Barra Fixa com Elevação de Joelhos,C_REVISAR
alongamento-de-virilha-e-costas,Alongamento de Virilha e Costas,D_ORFAO
groiners,Groiners,D_ORFAO
supino-inclinado-com-halteres-neutro,Supino Inclinado com Halteres Neutro,C_REVISAR
liberacao-miofascial-de-isquiotibiais,Liberação Miofascial de Isquiotibiais,D_ORFAO
alongamento-de-isquiotibiais,Alongamento de Isquiotibiais,C_REVISAR
clean-suspenso-abaixo-dos-joelhos,Clean Suspenso Abaixo dos Joelhos,C_REVISAR
arranco-suspenso,Arranco Suspenso,C_REVISAR
arranco-suspenso-abaixo-dos-joelhos,Arranco Suspenso Abaixo dos Joelhos,C_REVISAR
bom-dia-com-barra-suspensa,Bom Dia com Barra Suspensa,C_REVISAR
snatch-balance,Snatch Balance,D_ORFAO
arremesso-de-saco-de-pancadas,Arremesso de Saco de Pancadas,D_ORFAO
rosca-alta-na-polia,Rosca Alta na Polia,C_REVISAR
circulos-de-quadril-quatro-apoios,Círculos de Quadril (quatro apoios),D_ORFAO
extensao-de-quadril-com-elastico,Extensão de Quadril com Elástico,C_REVISAR
flexao-de-quadril-com-elastico,Flexão de Quadril com Elástico,D_ORFAO
abracar-a-bola,Abraçar a Bola,C_REVISAR
saltos-sobre-barreiras,Saltos sobre Barreiras,D_ORFAO
alongamento-de-banda-iliotibial-e-gluteo,Alongamento de Banda Iliotibial e Glúteo,C_REVISAR
liberacao-miofascial-do-trato-iliotibial,Liberação Miofascial do Trato Iliotibial,D_ORFAO
inchworm,Inchworm,D_ORFAO
triceps-testa-inclinado-com-barra,Tríceps Testa Inclinado com Barra,C_REVISAR
supino-inclinado-na-polia,Supino Inclinado na Polia,C_REVISAR
crucifixo-inclinado-na-polia,Crucifixo Inclinado na Polia,C_REVISAR
supino-inclinado-com-halteres-pegada-neutra,Supino Inclinado com Halteres (pegada neutra),C_REVISAR
crucifixo-inclinado-com-halteres-com-rotacao,Crucifixo Inclinado com Halteres com Rotação,C_REVISAR
rosca-inclinada-com-halteres-pegada-supinada,Rosca Inclinada com Halteres (Pegada Supinada),C_REVISAR
flexao-inclinada-fechada,Flexão Inclinada Fechada,C_REVISAR
flexao-inclinada-explosiva-com-salto,Flexão Inclinada Explosiva com Salto,C_REVISAR
flexao-inclinada-com-pegada-reversa,Flexão Inclinada com Pegada Reversa,C_REVISAR
flexao-inclinada-aberta,Flexão Inclinada Aberta,C_REVISAR
alongamento-de-virilha-intermediario,Alongamento de Virilha Intermediário,D_ORFAO
alongamento-de-flexores-de-quadril-e-quadriceps-intermediario,Alongamento de Flexores de Quadril e Quadríceps Intermediário,D_ORFAO
rotacao-interna-com-elastico,Rotação Interna com Elástico,D_ORFAO
alongamento-cruzado-iron-cross,Alongamento Cruzado (Iron Cross),D_ORFAO
contracao-isometrica-de-peito,Contração Isométrica de Peito,D_ORFAO
exercicio-isometrico-de-pescoco-frente-e-costas,Exercício Isométrico de Pescoço - Frente e Costas,D_ORFAO
prancha-com-deslocamento-lateral,Prancha com Deslocamento Lateral,D_ORFAO
jm-press,JM Press,D_ORFAO
abdominal-janda,Abdominal Janda,D_ORFAO
agachamento-jefferson,Agachamento Jefferson,D_ORFAO
jerk-balance,Jerk Balance,D_ORFAO
jerk-dip-squat,Jerk Dip Squat,D_ORFAO
levantamento-de-barril,Levantamento de Barril,D_ORFAO
desenvolvimento-arnold-com-kettlebell,Desenvolvimento Arnold com Kettlebell,C_REVISAR
clean-com-kettlebell-do-chao,Clean com Kettlebell do Chão,C_REVISAR
kettlebell-figura-8,Kettlebell Figura 8,D_ORFAO
clean-com-kettlebell-pendurado,Clean com Kettlebell Pendurado,C_REVISAR
passagem-de-kettlebell-entre-as-pernas,Passagem de Kettlebell entre as Pernas,D_ORFAO
kettlebell-pirate-ships,Kettlebell Pirate Ships,D_ORFAO
desenvolvimento-sentado-com-kettlebell,Desenvolvimento Sentado com Kettlebell,C_REVISAR
alongamento-de-joelho-cruzado,Alongamento de Joelho Cruzado,C_REVISAR
circulos-com-os-joelhos,Círculos com os Joelhos,D_ORFAO
salto-com-joelhos-ao-peito,Salto com Joelhos ao Peito,D_ORFAO
exercicio-de-bracos-ajoelhado,Exercício de Braços Ajoelhado,D_ORFAO
abdominal-na-polia-ajoelhado-com-rotacao-obliqua-alternada,Abdominal na Polia Ajoelhado com Rotação Oblíqua Alternada,C_REVISAR
triceps-testa-na-polia-alta-ajoelhado,Tríceps Testa na Polia Alta Ajoelhado,C_REVISAR
remada-alta-na-polia-ajoelhado,Remada Alta na Polia Ajoelhado,C_REVISAR
agachamento-com-salto-ajoelhado,Agachamento com Salto Ajoelhado,D_ORFAO
remada-alta-unilateral-na-polia-ajoelhado,Remada Alta Unilateral na Polia Ajoelhado,C_REVISAR
agachamento-ajoelhado,Agachamento Ajoelhado,D_ORFAO
rotacao-180-no-landmine,Rotação 180 no Landmine,D_ORFAO
empurrao-landmine,Empurrão Landmine,C_REVISAR
salto-lateral,Salto Lateral,D_ORFAO
box-jump-lateral,Box Jump Lateral,C_REVISAR
saltos-laterais-sobre-cones,Saltos Laterais sobre Cones,D_ORFAO
liberacao-miofascial-do-grande-dorsal,Liberação Miofascial do Grande Dorsal,D_ORFAO
supino-no-chao-com-perna-cruzada,Supino no Chão com Perna Cruzada,C_REVISAR
levantamento-terra-na-maquina,Levantamento Terra na Máquina,D_ORFAO
supino-declinado-na-maquina,Supino Declinado na Máquina,C_REVISAR
remada-alta-na-maquina,Remada Alta na Máquina,D_ORFAO
supino-inclinado-na-maquina,Supino Inclinado na Máquina,C_REVISAR
remada-articulada,Remada Articulada,D_ORFAO
tecnica-de-arrancada-linear-em-3-partes,Técnica de Arrancada Linear em 3 Partes,D_ORFAO
drill-de-aceleracao-linear-na-parede,Drill de Aceleração Linear na Parede,D_ORFAO
salto-em-profundidade-linear,Salto em Profundidade Linear,D_ORFAO
log-lift,Log Lift,D_ORFAO
london-bridges,London Bridges,D_ORFAO
triceps-extensao-na-polia-baixa,Tríceps Extensão na Polia Baixa,C_REVISAR
liberacao-miofascial-da-lombar,Liberação Miofascial da Lombar,D_ORFAO
afundo-com-passagem-de-kettlebell,Afundo com Passagem de Kettlebell,D_ORFAO
afundo-com-salto,Afundo com Salto,C_REVISAR
extensao-de-pescoco-com-anilha-de-brucos,Extensão de pescoço com anilha (de bruços),D_ORFAO
flexao-de-pescoco-com-anilha-deitado,Flexão de pescoço com anilha (deitado),D_ORFAO
rosca-spider-com-barra,Rosca spider com barra,C_REVISAR
alongamento-de-quadriceps-de-brucos-com-parceiro,Alongamento de quadríceps de bruços (com parceiro),D_ORFAO
remada-t-bar-apoiado-no-banco,Remada T-bar apoiado no banco,C_REVISAR
passe-de-peito-com-medicine-ball,Passe de peito com medicine ball,D_ORFAO
rotacao-de-tronco-com-medicine-ball-dupla,Rotação de tronco com medicine ball (dupla),D_ORFAO
arremesso-de-medicine-ball-por-cima-para-tras,Arremesso de medicine ball por cima (para trás),D_ORFAO
alongamento-de-costas-em-pe-rotacao,Alongamento de costas em pé (rotação),D_ORFAO
serie-claw-tecnica-de-corrida,Série claw (técnica de corrida),D_ORFAO
agachamento-hack-fechado,Agachamento hack fechado,C_REVISAR
agachamento-base-fechada,Agachamento base fechada,C_REVISAR
flexao-nordica-glute-ham-raise,Flexão nórdica (glute ham raise),C_REVISAR
liberacao-miofascial-do-pescoco-rolo,Liberação miofascial do pescoço (rolo),D_ORFAO
supino-guilhotina,Supino guilhotina,D_ORFAO
abdominal-obliquo-deitado-de-lado,Abdominal oblíquo deitado de lado,D_ORFAO
agachamento-olimpico,Agachamento olímpico,C_REVISAR
alongamento-de-quadriceps-deitado-no-banco,Alongamento de quadríceps deitado no banco,D_ORFAO
alongamento-de-quadriceps-deitado-de-lado,Alongamento de quadríceps deitado de lado,D_ORFAO
crucifixo-unilateral-com-halter,Crucifixo unilateral com halter,C_REVISAR
flexao-lateral-na-polia-alta,Flexão lateral na polia alta,D_ORFAO
elevacao-lateral-unilateral-no-banco-inclinado,Elevação lateral unilateral no banco inclinado,C_REVISAR
clean-unilateral-com-kettlebell,Clean unilateral com kettlebell,D_ORFAO
clean-e-jerk-unilateral-com-kettlebell,Clean e jerk unilateral com kettlebell,D_ORFAO
jerk-unilateral-com-kettlebell,Jerk unilateral com kettlebell,D_ORFAO
desenvolvimento-lateral-unilateral-com-kettlebell,Desenvolvimento lateral unilateral com kettlebell,D_ORFAO
para-press-unilateral-com-kettlebell,Para press unilateral com kettlebell,D_ORFAO
snatch-unilateral-com-kettlebell,Snatch unilateral com kettlebell,D_ORFAO
split-jerk-unilateral-com-kettlebell,Split jerk unilateral com kettlebell,D_ORFAO
split-snatch-unilateral-com-kettlebell,Split snatch unilateral com kettlebell,D_ORFAO
remada-unilateral-na-barra-landmine,Remada unilateral na barra landmine,D_ORFAO
slam-unilateral-com-medicine-ball,Slam unilateral com medicine ball,C_REVISAR
clean-palma-aberta-unilateral-com-kettlebell,Clean palma aberta unilateral com kettlebell,D_ORFAO
agachamento-overhead-unilateral-com-kettlebell,Agachamento overhead unilateral com kettlebell,C_REVISAR
levantamento-terra-lateral-unilateral,Levantamento terra lateral unilateral,D_ORFAO
elevacao-lateral-unilateral,Elevação lateral unilateral,C_REVISAR
alongamento-de-dorsal-na-parede,Alongamento de dorsal na parede,D_ORFAO
barra-fixa-unilateral-com-toalha,Barra fixa unilateral com toalha,D_ORFAO
supino-unilateral-com-halter,Supino unilateral com halter,C_REVISAR
